MembershipNumber	FirstName	LastName	Age	Gender	AddressLine1	addressLine2	PostalCode	State	Email	PhoneNumber	Longitude	Latitude
965	Shari	Mowsdale	75	Female	0 Leroy Junction	42921 Park Meadow Plaza	76129	Texas	smowsdaleqs@aboutads.info	817-191-8966	31	-100
966	Gavan	Ramiro	29	Male	7 Delaware Junction	\N	88558	Texas	gramiroqt@house.gov	915-315-8613	31	-100
967	Mandy	Withrington	37	Female	73 Menomonie Alley	\N	32225	Florida	mwithringtonqu@g.co	904-883-5844	27.994402	-81.760254
968	Lemmy	Powlett	14	Male	511 Sloan Point	\N	15240	Pennsylvania	lpowlettqv@about.com	412-337-4705	41.203323	-77.194527
969	Bealle	Buttel	10	Male	69427 Dahle Trail	\N	78291	Texas	bbuttelqw@163.com	210-157-9344	31	-100
970	Rouvin	Faiers	82	Male	57 Drewry Crossing	620 Donald Trail	77065	Texas	rfaiersqx@addthis.com	832-601-3551	31	-100
971	Sophie	Wardington	9	Female	77946 Hoard Terrace	\N	72204	Arkansas	swardingtonqy@printfriendly.com	501-477-8226	34.799999	-92.199997
972	Sal	Judd	58	Female	82 Briar Crest Lane	\N	78240	Texas	sjuddqz@sitemeter.com	210-696-6095	31	-100
973	Barr	Wilbraham	24	Male	0 Eastlawn Trail	28 Debs Plaza	43656	Ohio	bwilbrahamr0@google.com.au	419-946-6777	40.367474	-82.996216
974	Trever	Laurance	10	Male	3 Melvin Way	\N	97221	Washington	tlaurancer1@angelfire.com	503-991-6192	47.751076	-120.740135
975	Etan	Riep	79	Male	40 Daystar Court	\N	20238	District of Columbia	eriepr2@opera.com	202-308-9750	38.942142	-77.025955
976	Amanda	Woolforde	58	Female	5747 Magdeline Road	\N	11054	New York	awoolforder3@hibu.com	516-908-7025	43	-75
977	Cordi	de la Valette Parisot	41	Female	232 Meadow Ridge Circle	\N	47805	Indiana	cdelavaletteparisotr4@psu.edu	812-108-1490	40.273502	-86.126976
978	Nikolas	Yankov	74	Male	8093 Almo Road	\N	94405	California	nyankovr5@a8.net	805-983-9951	36.778259	-119.417931
979	Atlante	Jeacock	27	Female	6744 Meadow Vale Avenue	3 Ludington Circle	48609	Michigan	ajeacockr6@irs.gov	989-788-7489	44.182205	-84.506836
980	Ignazio	Fache	7	Male	318 Westport Parkway	80 Derek Lane	89130	Washington	ifacher7@freewebs.com	702-995-6539	47.751076	-120.740135
981	Kerry	Wylie	76	Male	43163 Service Point	\N	60657	Illinois	kwylier8@globo.com	312-627-3090	40	-89
982	Caren	Crackett	83	Female	7423 Luster Point	\N	10115	New York	ccrackettr9@cyberchimps.com	212-335-1990	43	-75
983	Nessie	Flancinbaum	11	Female	08 Fallview Point	\N	53705	West Virginia	nflancinbaumra@disqus.com	608-140-8528	39	-80.5
984	Dorian	Greenhouse	16	Male	062 Canary Alley	8 Anniversary Trail	99512	District of Columbia	dgreenhouserb@ibm.com	907-127-6417	38.942142	-77.025955
985	Mehetabel	Gaggen	15	Female	5 Elgar Lane	329 Russell Way	58106	Washington	mgaggenrc@zimbio.com	701-998-1767	47.751076	-120.740135
986	Correy	Rizzolo	61	Female	9 Gale Road	\N	77288	Texas	crizzolord@g.co	713-885-4212	31	-100
987	Terri	Scothorn	28	Male	9 Magdeline Trail	\N	25305	West Virginia	tscothornre@drupal.org	304-633-4131	39	-80.5
988	Freda	McDiarmid	62	Female	5736 Sheridan Point	\N	11241	New York	fmcdiarmidrf@aol.com	347-269-8463	43	-75
989	Konstantine	Greson	45	Male	8885 Grayhawk Lane	2166 Walton Junction	72204	Arkansas	kgresonrg@nationalgeographic.com	501-160-3325	34.799999	-92.199997
990	Candie	Browett	40	Female	02637 Clove Trail	\N	36628	Alabama	cbrowettrh@cafepress.com	251-234-1101	32.31823	-86.902298
991	Woodie	Tesauro	35	Male	4 Randy Park	\N	25389	West Virginia	wtesaurori@dedecms.com	304-425-0262	39	-80.5
992	Melisandra	Stanman	22	Female	46 Morrow Point	\N	45208	Ohio	mstanmanrj@wsj.com	513-348-6106	40.367474	-82.996216
993	Lena	Drohane	48	Female	40 Cherokee Point	\N	33605	Florida	ldrohanerk@diigo.com	813-583-7474	27.994402	-81.760254
994	Tonye	Jorez	36	Female	2 Dryden Alley	\N	80150	Colorado	tjorezrl@blog.com	303-950-5350	39.113014	-105.358887
995	Bethanne	Rippen	84	Female	13544 Truax Trail	016 Butternut Terrace	28284	North Carolina	brippenrm@dagondesign.com	704-183-4108	35.782169	-80.793457
996	Beatrisa	Antcliffe	12	Female	0923 Delladonna Point	9 Colorado Alley	33961	Florida	bantcliffern@ehow.com	305-571-3707	27.994402	-81.760254
997	Carmencita	Durdle	42	Female	7 Saint Paul Park	\N	94913	California	cdurdlero@hatena.ne.jp	415-242-7200	36.778259	-119.417931
998	Alvira	Handsheart	34	Female	743 Norway Maple Circle	\N	19093	Pennsylvania	ahandsheartrp@blogtalkradio.com	215-463-3928	41.203323	-77.194527
999	Isabella	Di Claudio	76	Female	8953 Helena Hill	6590 Waywood Crossing	95054	California	idiclaudiorq@yolasite.com	650-915-6753	36.778259	-119.417931
1000	Lissy	Lennard	20	Female	0 New Castle Hill	\N	19178	Pennsylvania	llennardrr@google.de	215-724-8100	41.203323	-77.194527
